aX,aY,aZ,gX,gY,gZ
-0.503,-0.71,-0.534,4.13,-77.56,-40.46
-0.615,-0.687,-0.658,-0.07,-44.03,-28.42
-0.583,-0.664,-0.672,-9.73,-18.13,-14.14
-0.483,-0.657,-0.57,-33.95,-0.98,2.17
-0.347,-0.68,-0.44,-17.36,7.28,10.43
-0.209,-0.68,-0.32,-16.45,11.69,17.22
-0.072,-0.695,-0.23,-11.41,10.85,21.35
0.033,-0.738,-0.157,-3.71,1.4,24.57
0.117,-0.826,-0.128,5.95,-9.45,27.65
0.157,-0.919,-0.178,12.25,-18.48,28.56
0.168,-1.021,-0.245,12.74,-23.8,24.43
0.18,-1.1,-0.322,12.46,-25.9,18.34
0.171,-1.163,-0.379,12.88,-24.78,4.69
0.147,-1.239,-0.429,12.74,-19.74,-9.45
0.137,-1.263,-0.46,14.07,-11.69,-21.91
0.147,-1.27,-0.447,15.33,-3.92,-31.71
0.132,-1.292,-0.432,15.89,4.13,-39.76
0.129,-1.307,-0.42,13.37,8.68,-44.24
0.123,-1.319,-0.407,7.35,13.93,-45.92
0.156,-1.333,-0.357,2.03,15.68,-49.07
0.181,-1.333,-0.274,-1.75,13.37,-55.3
0.208,-1.323,-0.191,-2.1,10.08,-66.71
0.235,-1.305,-0.122,-0.7,6.58,-77.21
0.239,-1.289,-0.066,1.33,2.17,-86.59
0.231,-1.274,-0.029,2.03,-1.96,-92.75
0.17,-1.29,-0.072,-0.49,-4.13,-91.0
0.12,-1.303,-0.075,-7.84,-4.9,-84.14
0.138,-1.338,-0.031,-18.13,-10.36,-78.54
0.12,-1.368,0.005,-30.17,-18.13,-74.48
0.094,-1.372,0.037,-38.5,-26.46,-73.78
0.087,-1.371,0.08,-41.58,-35.7,-75.11
0.051,-1.38,0.092,-41.3,-42.21,-78.33
0.041,-1.368,0.102,-42.84,-45.43,-83.51
0.018,-1.35,0.137,-44.31,-50.47,-89.46
-0.004,-1.348,0.173,-44.94,-55.3,-94.15
-0.02,-1.369,0.215,-46.69,-61.95,-98.28
-0.028,-1.413,0.239,-48.3,-71.19,-104.02
-0.021,-1.362,0.176,-60.48,-79.45,-104.02
0.001,-1.299,0.052,-66.99,-79.8,-105.07
0.015,-1.199,0.034,-79.87,-83.3,-106.82
-0.004,-1.136,-0.003,-86.66,-84.21,-107.45
-0.008,-1.066,-0.02,-92.4,-83.65,-107.73
-0.004,-0.977,-0.023,-97.86,-84.49,-106.47
-0.017,-0.905,-0.013,-99.19,-86.73,-106.19
-0.055,-0.874,-0.015,-94.92,-88.69,-106.33
-0.042,-0.854,-0.127,-86.87,-88.41,-109.34
-0.054,-0.818,-0.213,-78.61,-84.42,-114.8
-0.048,-0.813,-0.267,-71.33,-79.87,-125.37
-0.008,-0.779,-0.354,-62.3,-75.95,-133.63
0.056,-0.737,-0.428,-62.37,-73.64,-142.8
0.089,-0.704,-0.485,-63.77,-73.85,-148.89
0.126,-0.631,-0.55,-70.77,-75.95,-152.11
0.12,-0.517,-0.559,-78.26,-77.49,-152.11
0.125,-0.478,-0.521,-93.03,-78.4,-148.75
0.129,-0.474,-0.525,-99.61,-77.77,-145.25
0.113,-0.406,-0.566,-100.87,-70.91,-136.08
0.09,-0.379,-0.6,-91.91,-63.63,-123.55
0.106,-0.345,-0.666,-79.8,-61.25,-111.37
0.122,-0.363,-0.69,-67.48,-60.76,-101.43
0.159,-0.435,-0.767,-51.45,-61.95,-98.84
0.169,-0.437,-0.855,-46.76,-60.13,-97.93
0.161,-0.462,-0.908,-46.34,-55.93,-97.09
0.153,-0.48,-1.105,-47.95,-50.05,-98.77
0.12,-0.416,-1.061,-55.44,-40.39,-99.4
0.116,-0.36,-1.07,-67.27,-27.65,-97.93
0.166,-0.291,-1.039,-73.36,-17.22,-94.29
0.225,-0.195,-0.977,-82.95,-11.41,-88.97
0.29,-0.065,-0.907,-82.53,-9.03,-82.53
0.365,0.001,-0.806,-80.36,-12.25,-77.07
0.432,0.028,-0.758,-73.99,-20.16,-75.46
0.447,0.075,-0.785,-61.95,-31.99,-75.67
0.415,0.121,-0.885,-46.83,-40.11,-76.51
0.224,0.122,-1.138,-12.88,-41.79,-81.83
0.131,0.112,-1.271,4.06,-32.97,-83.51
0.068,0.104,-1.38,12.53,-21.77,-86.31
0.02,0.124,-1.441,16.59,-9.38,-87.78
-0.007,0.155,-1.45,16.87,3.43,-85.4
0.006,0.173,-1.414,15.05,14.14,-79.03
0.046,0.199,-1.374,11.69,22.89,-69.44
0.084,0.225,-1.307,8.61,23.87,-57.05
0.119,0.224,-1.252,7.84,20.79,-42.42
0.146,0.205,-1.216,9.59,16.8,-27.09
0.175,0.16,-1.193,10.92,13.09,-13.58
0.204,0.085,-1.177,12.32,9.31,-1.89
0.231,0.003,-1.166,14.28,7.07,6.51
0.286,-0.08,-1.155,13.51,6.37,10.64
0.331,-0.16,-1.145,10.78,6.51,10.85
0.359,-0.234,-1.127,5.53,5.25,5.6
0.391,-0.292,-1.126,1.54,6.51,2.45
0.388,-0.296,-1.109,-4.9,10.5,0.56
0.391,-0.287,-1.059,-9.03,13.51,4.2
0.401,-0.276,-0.983,-9.03,13.02,11.13
0.418,-0.29,-0.91,-3.64,8.89,19.46
0.438,-0.318,-0.874,3.71,4.62,26.74
0.459,-0.367,-0.861,9.03,1.96,30.94
-0.885,-1.182,0.896,-61.74,50.54,19.67
-1.03,-1.307,1.267,-88.83,43.33,12.18
-1.206,-1.365,1.531,-88.9,41.09,25.48
-1.373,-1.402,1.698,-70.28,42.7,67.2
-1.363,-1.425,1.718,15.89,39.13,175.0
-1.228,-1.515,1.514,72.17,18.62,262.22
-1.033,-1.879,1.105,153.16,-12.88,344.4
-0.718,-2.432,0.603,201.74,-40.6,385.98
-0.365,-3.091,0.016,221.2,-40.67,369.74
0.003,-3.572,-0.456,200.06,2.52,301.07
0.479,-3.822,-0.749,146.51,70.7,204.4
0.982,-3.659,-0.834,89.95,148.61,107.87
1.541,-3.297,-0.614,51.59,162.33,21.14
1.75,-2.909,-0.234,21.63,152.11,-58.31
1.687,-2.458,0.136,-9.87,116.97,-118.79
1.411,-1.925,0.378,-35.63,68.04,-153.23
1.015,-1.417,0.44,-53.83,17.57,-162.05
0.63,-0.978,0.357,-55.37,-26.95,-129.29
0.254,-0.654,0.168,-42.91,-61.53,-112.98
-0.069,-0.575,-0.041,-35.91,-85.05,-90.23
-0.354,-0.549,-0.257,-30.24,-95.27,-73.29
-0.589,-0.526,-0.493,-24.57,-86.73,-59.15
-0.669,-0.532,-0.621,-15.4,-68.18,-46.97
-0.69,-0.557,-0.651,-12.11,-43.12,-36.61
-0.614,-0.572,-0.621,-15.68,-17.08,-30.38
-0.485,-0.57,-0.515,-17.78,17.57,-22.75
-0.309,-0.568,-0.407,-15.75,8.89,-16.1
-0.189,-0.585,-0.344,-9.24,10.85,-10.64
-0.078,-0.586,-0.295,1.12,9.31,-3.99
0.003,-0.602,-0.269,16.31,4.41,5.39
0.043,-0.652,-0.265,26.81,-3.01,13.02
0.07,-0.732,-0.256,32.76,-10.71,17.71
0.093,-0.854,-0.257,39.27,-19.53,18.55
0.131,-0.982,-0.305,43.47,-26.74,19.32
0.143,-1.09,-0.408,45.08,-26.95,18.48
0.15,-1.211,-0.614,42.56,-2.45,11.97
0.179,-1.326,-0.559,38.01,-7.91,-0.42
0.221,-1.4,-0.54,37.45,1.96,-15.54
0.251,-1.467,-0.485,36.68,9.31,-32.62
0.273,-1.486,-0.413,29.4,15.75,-46.69
0.286,-1.469,-0.318,19.95,17.99,-59.22
0.276,-1.421,-0.235,10.29,14.7,-69.3
0.282,-1.322,-0.183,2.52,7.7,-76.3
0.284,-1.258,-0.121,-3.01,-1.61,-77.77
0.265,-1.223,-0.073,-10.64,-11.06,-77.28
0.224,-1.198,-0.058,-17.43,-19.88,-75.46
0.178,-1.19,-0.043,-19.04,-27.37,-72.45
0.126,-1.197,-0.055,-19.6,-27.93,-68.39
0.064,-1.218,-0.047,-21.7,-25.34,-63.98
0.041,-1.246,-0.002,-21.14,-23.73,-59.08
0.053,-1.354,0.021,-21.98,-24.01,-56.28
0.125,-1.395,-0.001,-27.79,-28.14,-56.35
0.172,-1.42,-0.014,-37.1,-43.82,-60.97
0.188,-1.425,-0.042,-51.31,-56.28,-66.5
0.182,-1.38,-0.068,-62.09,-63.7,-68.6
0.149,-1.302,-0.052,-73.85,-68.18,-69.23
0.095,-1.217,-0.038,-86.38,-71.75,-69.79
0.065,-1.15,-0.01,-88.83,-75.6,-68.74
0.025,-1.139,0.002,-88.83,-77.0,-68.81
-0.068,-1.118,-0.081,-85.26,-71.47,-67.2
-0.081,-1.07,-0.161,-83.23,-63.42,-69.79
-0.086,-1.053,-0.195,-76.86,-56.07,-72.38
-0.092,-0.994,-0.258,-70.21,-49.07,-71.75
0.016,-0.912,-0.318,-73.43,-43.75,-71.82
0.07,-0.864,-0.317,-78.54,-45.92,-70.07
0.141,-0.853,-0.288,-86.59,-53.27,-66.01
0.179,-0.811,-0.24,-98.21,-57.96,-61.67
0.179,-0.789,-0.183,-104.72,-63.42,-57.68
0.192,-0.78,-0.145,-102.97,-66.71,-53.97
0.177,-0.81,-0.123,-94.22,-67.27,-55.72
0.13,-0.847,-0.145,-79.17,-67.06,-60.13
0.146,-0.859,-0.234,-60.62,-62.79,-66.71
0.16,-0.833,-0.314,-48.51,-49.84,-76.3
0.141,-0.832,-0.352,-36.96,-38.22,-85.82
0.17,-0.846,-0.305,-32.55,-27.51,-92.61
0.231,-0.873,-0.239,-39.48,-20.72,-91.98
0.353,-0.901,-0.183,-47.95,-27.37,-78.12
0.433,-0.911,-0.159,-53.62,-48.58,-68.11
0.476,-0.881,-0.231,-54.32,-74.48,-64.05
0.443,-0.844,-0.307,-65.59,-99.61,-66.01
0.302,-0.773,-0.542,-72.1,-101.57,-73.22
0.146,-0.689,-0.649,-79.03,-94.5,-85.54
0.037,-0.635,-0.802,-87.08,-83.09,-103.39
0.006,-0.5,-0.97,-89.81,-68.81,-115.64
-0.026,-0.374,-1.088,-89.53,-57.33,-124.81
-0.052,-0.235,-1.206,-83.3,-49.98,-129.22
-0.057,-0.11,-1.278,-75.95,-43.61,-128.1
-0.035,0.0,-1.269,-75.95,-41.37,-122.85
-0.029,0.053,-1.242,-76.51,-41.02,-115.64
0.002,0.113,-1.244,-78.47,-39.76,-113.82
0.07,0.173,-1.249,-81.69,-37.66,-118.16
0.128,0.23,-1.232,-84.0,-35.77,-129.71
0.169,0.279,-1.22,-83.23,-33.95,-149.45
0.128,0.324,-1.363,-81.55,-29.05,-175.7
-0.023,0.374,-1.329,-70.0,-22.54,-202.02
-0.183,0.428,-1.414,-53.83,-11.55,-218.33
-0.308,0.512,-1.493,-30.24,3.43,-213.64
-0.371,0.576,-1.552,-15.19,17.99,-192.08
-0.39,0.628,-1.572,-4.2,27.02,-159.18
-0.349,0.651,-1.508,0.21,25.76,-117.04
-0.247,0.644,-1.405,-0.91,15.89,-71.4
-0.095,0.581,-1.251,-5.18,-2.73,-29.33
0.02,0.464,-1.144,-4.9,-15.47,5.04
0.149,0.325,-1.044,-3.78,-25.69,31.43
0.266,0.159,-0.973,-1.33,-32.55,48.51
0.351,0.0,-0.921,1.96,-36.19,55.3
0.4,-0.2,-0.939,10.36,-35.35,49.35
0.399,-0.404,-1.019,16.59,-26.32,36.96
0.387,-0.501,-1.091,15.4,-14.14,21.49
0.404,-0.578,-1.142,13.93,-4.83,5.74
0.4,-0.578,-1.18,7.7,1.12,-7.14
0.382,-0.528,-1.169,-3.01,4.41,-13.44
0.349,-0.473,-1.091,-12.32,2.45,-12.11
0.33,-0.421,-1.033,-16.1,-1.47,-6.51
0.33,-0.384,-0.982,-14.84,-4.69,-1.75
0.338,-0.372,-0.947,-10.71,-6.02,1.68
0.352,-0.381,-0.927,-3.08,-4.76,2.03
0.359,-0.399,-0.911,0.7,-2.03,-1.26
0.374,-0.422,-0.906,1.47,0.91,-5.74
-1.437,-0.572,0.737,-37.59,52.64,119.28
-1.556,-0.782,1.043,-19.53,46.76,182.7
-1.545,-1.119,1.283,26.53,39.97,243.04
-1.608,-1.487,1.384,88.62,38.78,290.71
-1.575,-1.897,1.411,144.2,41.65,324.31
-1.386,-2.408,1.332,187.39,42.21,341.32
-1.108,-2.874,1.095,213.36,18.13,340.83
-0.695,-3.216,0.773,223.79,18.2,323.82
-0.335,-3.404,0.301,230.65,16.8,293.23
0.05,-3.45,-0.19,224.7,44.8,245.84
0.432,-3.341,-0.639,193.2,103.95,184.66
0.76,-3.139,-0.868,134.05,174.3,112.98
1.112,-2.917,-0.701,83.37,218.96,35.0
1.404,-2.711,-0.266,60.34,221.34,-38.64
1.586,-2.402,0.134,38.08,189.42,-96.53
1.519,-2.075,0.421,25.62,133.28,-144.13
1.268,-1.694,0.513,10.43,69.93,-174.3
0.912,-1.321,0.48,-0.21,10.29,-180.74
0.51,-0.996,0.378,-3.29,-40.53,-151.48
0.149,-0.764,0.178,4.55,-80.01,-115.64
-0.137,-0.732,-0.037,1.82,-104.79,-84.42
-0.381,-0.751,-0.233,-8.19,-115.5,-63.98
-0.544,-0.749,-0.394,-22.05,-106.96,-48.93
-0.627,-0.731,-0.508,-34.51,-89.74,-36.96
-0.583,-0.712,-0.501,-41.93,-71.47,-28.7
-0.523,-0.714,-0.431,-51.94,-57.68,-25.76
-0.442,-0.693,-0.36,-60.62,-52.36,-24.08
-0.307,-0.662,-0.346,-59.01,-53.34,-19.04
-0.228,-0.662,-0.33,-56.21,-54.04,-15.75
-0.158,-0.692,-0.326,-49.0,-56.84,-13.51
-0.104,-0.77,-0.339,-42.35,-61.25,-11.41
-0.067,-0.87,-0.376,-35.21,-64.61,-10.57
-0.063,-0.928,-0.421,-24.36,-66.64,-10.15
-0.044,-0.975,-0.485,-12.11,-62.79,-12.74
-0.063,-1.031,-0.54,-1.33,-51.73,-19.53
-0.022,-1.094,-0.559,6.93,-42.63,-28.21
-0.023,-1.156,-0.56,8.47,-33.25,-40.81
-0.033,-1.189,-0.554,5.81,-25.06,-51.73
-0.008,-1.208,-0.538,4.62,-20.44,-53.83
-0.007,-1.248,-0.526,6.3,-16.59,-56.07
0.012,-1.301,-0.496,1.33,-12.6,-60.9
0.031,-1.342,-0.431,-6.93,-12.6,-69.02
0.046,-1.338,-0.384,-15.47,-13.51,-79.03
0.032,-1.28,-0.358,-24.01,-12.95,-89.18
0.02,-1.179,-0.344,-29.82,-11.9,-94.99
0.023,-1.03,-0.313,-33.25,-13.02,-93.38
0.02,-0.962,-0.271,-31.85,-17.57,-85.26
0.015,-0.935,-0.245,-30.03,-24.36,-72.87
-0.007,-0.944,-0.267,-32.2,-32.62,-60.27
-0.032,-0.969,-0.331,-38.22,-34.79,-49.42
-0.061,-0.987,-0.365,-44.1,-32.83,-40.6
-0.077,-1.017,-0.373,-48.51,-27.86,-36.61
-0.081,-1.077,-0.361,-48.09,-22.12,-41.93
-0.075,-1.085,-0.348,-44.1,-15.89,-49.77
-0.04,-1.093,-0.339,-39.27,-10.15,-58.38
-0.02,-1.103,-0.339,-37.66,-7.56,-65.73
-0.008,-1.084,-0.357,-39.34,-7.28,-69.58
0.013,-1.046,-0.363,-42.21,-10.01,-70.49
0.013,-0.975,-0.353,-50.68,-13.58,-67.62
0.021,-0.936,-0.318,-57.33,-17.71,-62.86
0.034,-0.923,-0.278,-60.06,-23.8,-58.45
0.027,-0.892,-0.285,-59.01,-27.72,-54.67
0.025,-0.885,-0.284,-57.82,-28.91,-52.29
-0.012,-0.926,-0.323,-54.88,-24.78,-50.47
-0.042,-0.948,-0.386,-51.17,-15.47,-45.71
-0.002,-1.022,-0.404,-53.06,-8.47,-48.3
0.037,-1.08,-0.425,-57.19,-8.54,-55.16
0.078,-1.065,-0.468,-65.03,-10.71,-64.54
0.049,-1.031,-0.469,-73.36,-11.2,-73.15
0.024,-1.002,-0.456,-82.18,-6.02,-79.24
-0.014,-0.935,-0.465,-89.46,3.15,-82.95
0.021,-0.872,-0.387,-92.89,8.26,-84.84
0.013,-0.858,-0.317,-87.64,7.7,-88.55
0.034,-0.832,-0.309,-78.4,5.39,-90.09
0.064,-0.793,-0.345,-69.16,3.99,-91.0
0.051,-0.771,-0.425,-61.95,3.5,-90.16
0.066,-0.726,-0.521,-60.34,5.39,-88.48
0.114,-0.666,-0.567,-63.84,5.39,-84.84
0.158,-0.623,-0.53,-68.39,-0.42,-77.7
0.2,-0.624,-0.527,-67.83,-8.96,-70.84
0.219,-0.605,-0.569,-67.9,-14.84,-68.18
0.189,-0.582,-0.567,-69.51,-17.5,-68.6
0.168,-0.638,-0.579,-65.66,-19.46,-72.31
0.142,-0.641,-0.627,-61.67,-17.57,-75.53
0.103,-0.665,-0.662,-58.73,-12.39,-77.56
0.159,-0.647,-0.804,-52.22,-6.51,-77.42
0.192,-0.567,-0.856,-55.3,-2.73,-78.89
0.201,-0.539,-0.83,-63.0,-5.18,-79.17
0.252,-0.49,-0.816,-64.75,-8.54,-73.22
0.268,-0.458,-0.787,-69.51,-13.09,-70.0
0.267,-0.413,-0.775,-74.41,-18.55,-68.32
0.271,-0.349,-0.765,-77.14,-22.96,-67.9
0.264,-0.325,-0.736,-79.1,-24.85,-71.19
0.273,-0.269,-0.784,-77.91,-24.43,-77.35
0.251,-0.195,-0.793,-75.88,-23.17,-83.79
0.207,-0.158,-0.852,-67.62,-21.98,-90.37
0.173,-0.079,-0.923,-60.06,-18.9,-91.07
0.148,-0.031,-0.957,-53.69,-16.17,-86.66
0.139,0.0,-1.015,-46.83,-14.84,-78.05
0.133,0.025,-1.078,-38.43,-15.26,-67.27
0.141,0.01,-1.116,-32.41,-16.17,-58.1
0.145,-0.009,-1.163,-26.04,-14.42,-52.29
0.163,-0.02,-1.19,-23.73,-10.57,-50.61
0.197,-0.045,-1.206,-22.33,-6.37,-53.76
0.223,-0.039,-1.199,-22.05,-3.5,-58.87
0.228,-0.019,-1.186,-21.21,-2.1,-63.7
0.231,0.002,-1.155,-20.23,-1.96,-67.06
0.21,0.016,-1.159,-15.75,-4.13,-67.27
0.179,0.037,-1.162,-11.27,-5.95,-62.65
0.142,0.037,-1.164,-5.95,-9.31,-53.76
0.126,0.022,-1.206,-1.26,-10.22,-37.52
0.095,-0.01,-1.23,2.8,-8.19,-25.76
0.11,-0.053,-1.235,2.66,-5.67,-16.17
0.147,-0.108,-1.215,2.31,-4.55,-9.59
0.197,-0.158,-1.181,0.42,-3.92,-6.16
0.25,-0.203,-1.122,-2.52,-3.43,-5.39
0.297,-0.242,-1.074,-6.79,-3.71,-6.51
0.327,-0.29,-1.037,-9.73,-5.04,-9.45
0.345,-0.318,-1.024,-13.44,-6.51,-15.12
-0.875,-0.971,0.754,-81.9,80.15,-7.42
-0.947,-1.003,0.936,-60.34,81.13,14.42
-1.004,-1.125,1.102,-32.41,87.71,44.17
-1.023,-1.188,1.117,5.46,101.64,86.87
-0.953,-1.264,1.036,42.35,116.13,141.68
-0.761,-1.397,0.921,79.24,122.57,198.31
-0.542,-1.625,0.771,115.29,114.52,245.35
-0.236,-1.943,0.562,142.59,103.11,277.9
0.127,-2.233,0.244,154.91,101.57,287.63
0.496,-2.45,0.004,152.46,113.05,269.57
0.955,-2.633,-0.168,141.12,127.89,227.29
1.4,-2.785,-0.251,124.04,137.97,163.94
1.749,-2.8,-0.237,91.28,139.44,89.32
1.949,-2.643,-0.121,62.44,130.97,9.87
1.901,-2.418,0.068,39.41,106.61,-64.82
1.717,-1.947,0.227,14.7,69.37,-138.74
1.331,-1.573,0.271,-9.1,26.6,-157.57
0.913,-1.201,0.208,-16.31,-15.47,-151.97
0.552,-0.927,0.063,-17.92,-52.71,-124.81
0.205,-0.789,-0.113,-13.65,-86.52,-91.14
-0.103,-0.749,-0.282,-12.46,-110.32,-60.41
-0.386,-0.744,-0.489,-19.88,-116.34,-37.17
-0.497,-0.759,-0.598,-29.89,-104.16,-25.13
-0.512,-0.759,-0.635,-38.78,-84.91,-22.33
-0.454,-0.748,-0.62,-35.84,-62.93,-27.23
-0.391,-0.735,-0.563,-31.64,-34.58,-33.81
-0.225,-0.714,-0.465,-23.45,-19.53,-38.29
-0.132,-0.712,-0.394,-15.33,-12.32,-39.2
-0.038,-0.713,-0.36,-6.37,-12.6,-32.2
0.023,-0.722,-0.352,0.63,-17.01,-23.8
0.061,-0.749,-0.363,4.83,-24.64,-12.39
0.083,-0.799,-0.4,10.43,-31.85,-0.84
0.094,-0.886,-0.446,16.1,-34.58,5.32
0.14,-0.974,-0.487,23.24,-33.88,8.68
0.162,-1.076,-0.498,23.52,-27.93,5.25
0.187,-1.163,-0.488,22.75,-20.3,1.19
0.214,-1.221,-0.488,22.75,-13.44,-2.45
0.23,-1.269,-0.453,21.21,-6.37,-9.73
0.26,-1.313,-0.397,23.03,-1.82,-20.3
0.276,-1.333,-0.32,20.93,0.63,-30.17
0.299,-1.349,-0.237,19.88,-0.91,-35.49
0.312,-1.361,-0.159,12.04,-6.16,-46.13
0.3,-1.337,-0.127,6.23,-13.79,-53.13
0.295,-1.329,-0.122,-2.17,-24.78,-58.24
0.301,-1.3,-0.149,-12.11,-36.96,-59.22
0.141,-1.261,-0.17,-23.31,-50.68,-60.06
0.168,-1.221,-0.2,-34.23,-56.35,-58.38
0.131,-1.17,-0.203,-44.31,-58.03,-55.44
0.106,-1.138,-0.177,-50.05,-57.89,-53.55
0.108,-1.134,-0.132,-52.85,-57.4,-54.53
0.114,-1.137,-0.105,-50.26,-57.61,-58.24
0.108,-1.12,-0.119,-44.38,-57.96,-63.35
0.121,-1.077,-0.174,-40.18,-55.65,-69.23
0.118,-1.035,-0.225,-36.82,-55.02,-74.62
0.104,-1.012,-0.239,-34.44,-57.68,-77.91
0.108,-1.004,-0.266,-36.82,-61.39,-77.7
0.124,-0.956,-0.285,-41.79,-66.5,-74.41
0.104,-0.916,-0.27,-50.05,-71.89,-69.44
0.066,-0.924,-0.225,-54.46,-75.11,-62.72
0.054,-0.926,-0.179,-58.24,-75.88,-56.63
0.048,-0.947,-0.195,-56.91,-76.72,-55.3
0.071,-0.93,-0.262,-48.72,-75.74,-56.35
0.047,-0.932,-0.313,-41.09,-72.17,-60.69
0.049,-0.928,-0.382,-30.03,-65.17,-64.68
0.091,-0.889,-0.44,-23.66,-59.15,-69.37
0.172,-0.857,-0.462,-24.36,-57.96,-74.62
0.208,-0.849,-0.465,-30.03,-62.3,-75.39
0.202,-0.844,-0.464,-39.62,-68.53,-72.87
0.125,-0.834,-0.525,-51.87,-70.56,-67.2
0.055,-0.825,-0.551,-62.23,-64.12,-58.73
-0.014,-0.84,-0.566,-67.69,-55.16,-52.36
0.02,-0.838,-0.538,-69.09,-46.62,-49.28
0.036,-0.864,-0.508,-62.65,-40.39,-50.75
0.085,-0.88,-0.529,-56.21,-35.07,-55.72
0.143,-0.81,-0.56,-52.15,-28.07,-60.76
0.227,-0.754,-0.553,-49.42,-19.74,-62.37
0.308,-0.707,-0.54,-45.57,-20.65,-60.27
0.342,-0.657,-0.464,-45.99,-27.65,-53.62
0.359,-0.682,-0.416,-50.75,-38.57,-45.43
0.373,-0.704,-0.441,-56.14,-51.59,-37.17
0.389,-0.724,-0.497,-61.18,-62.37,-37.24
0.338,-0.748,-0.552,-65.59,-70.35,-41.79
0.136,-0.741,-0.657,-68.18,-71.26,-48.23
0.177,-0.706,-0.774,-70.7,-64.68,-56.42
0.106,-0.701,-0.808,-68.88,-57.19,-63.98
0.067,-0.693,-0.875,-62.37,-52.43,-72.1
0.025,-0.648,-0.944,-52.92,-47.81,-80.22
0.011,-0.554,-0.968,-53.06,-41.72,-83.44
-0.023,-0.503,-1.009,-53.06,-34.58,-82.95
-0.006,-0.448,-1.01,-55.79,-28.07,-80.5
0.034,-0.395,-1.037,-58.94,-22.96,-77.28
0.059,-0.312,-1.042,-65.73,-19.32,-73.36
0.079,-0.246,-1.003,-74.13,-16.87,-67.41
0.116,-0.236,-0.981,-77.98,-16.66,-63.28
0.168,-0.161,-0.999,-79.59,-16.17,-63.7
0.163,-0.108,-0.997,-80.08,-14.91,-66.99
0.139,-0.065,-0.982,-77.7,-14.28,-67.76
0.125,-0.036,-1.014,-60.06,-12.74,-66.01
0.127,-0.009,-1.065,-50.61,-10.08,-64.26
0.1,0.023,-1.123,-42.28,-4.2,-59.57
0.085,0.05,-1.187,-37.52,4.9,-52.15
0.106,0.071,-1.196,-34.23,12.95,-40.11
0.16,0.045,-1.163,-33.88,14.91,-32.06
0.205,0.044,-1.126,-32.69,13.09,-24.85
0.222,0.029,-1.081,-32.48,9.87,-18.83
0.244,0.007,-1.052,-32.2,6.86,-13.44
0.263,-0.014,-1.021,-31.01,4.34,-8.19
0.277,-0.074,-0.999,-27.02,1.05,-5.53
0.29,-0.113,-1.005,-22.19,-2.66,-5.04
0.286,-0.166,-1.016,-18.13,-3.71,-6.02
0.29,-0.211,-1.028,-13.79,-4.34,-7.56
0.296,-0.239,-1.038,-11.06,-3.99,-9.03
0.302,-0.257,-1.028,-9.1,-3.43,-9.73
0.306,-0.285,-1.015,-8.19,-3.36,-7.42
0.301,-0.288,-1.018,-8.96,-1.54,-3.78
0.301,-0.298,-1.003,-11.41,0.28,0.07
0.321,-0.329,-0.961,-11.83,-0.42,3.01
0.364,-0.349,-0.923,-10.78,-4.41,3.99
-0.656,-1.137,0.975,21.0,119.21,77.63
-0.771,-1.243,0.946,43.4,103.39,76.58
-0.716,-1.24,1.075,13.93,73.78,113.82
-0.454,-1.393,1.178,74.83,34.02,140.7
-0.852,-1.511,1.135,71.26,-4.97,144.41
-0.714,-1.607,1.062,92.61,-43.4,163.45
-0.647,-1.734,0.884,132.09,-70.07,192.78
-0.784,-1.931,0.543,165.76,-75.46,222.04
-0.882,-2.181,0.118,189.7,-59.57,240.38
-0.695,-2.448,-0.22,203.7,-28.63,244.16
-0.458,-2.733,-0.459,183.26,19.04,223.79
-0.145,-2.847,-0.615,145.18,73.71,187.25
0.216,-2.874,-0.67,104.44,119.42,144.06
0.64,-2.757,-0.611,68.74,149.87,102.48
0.99,-2.558,-0.428,51.87,157.71,61.53
1.211,-2.276,-0.17,39.13,144.69,24.36
1.349,-2.011,0.022,30.45,117.25,-8.82
1.348,-1.749,0.163,17.36,83.65,-40.25
1.23,-1.497,0.21,8.82,48.09,-67.83
0.992,-1.244,0.177,4.06,13.51,-84.0
0.739,-1.051,0.058,8.33,-15.12,-85.89
0.485,-0.931,-0.082,12.81,-35.63,-80.57
0.223,-0.886,-0.238,15.68,-49.28,-74.62
-0.046,-0.849,-0.475,16.66,-54.6,-67.83
-0.271,-0.807,-0.601,6.79,-47.53,-58.59
-0.378,-0.768,-0.672,-4.13,-34.79,-47.74
-0.423,-0.728,-0.655,-16.8,-19.25,-19.88
-0.372,-0.652,-0.57,-26.88,-7.21,-27.23
-0.27,-0.606,-0.464,-27.37,-0.91,-19.11
-0.183,-0.575,-0.38,-24.78,1.47,-8.4
-0.029,-0.565,-0.29,-19.32,-2.45,4.27
0.049,-0.606,-0.255,-11.48,-9.87,16.03
0.116,-0.679,-0.258,-0.91,-19.04,26.67
0.183,-0.77,-0.307,9.17,-24.85,34.02
0.239,-0.896,-0.341,16.24,-27.51,34.79
0.222,-1.027,-0.366,17.78,-27.16,24.64
0.24,-1.119,-0.416,19.46,-25.41,13.02
0.261,-1.177,-0.464,24.08,-20.93,-2.38
0.246,-1.226,-0.514,24.71,-14.77,-14.21
0.223,-1.25,-0.558,24.85,-6.37,-22.89
0.24,-1.267,-0.549,23.59,1.05,-28.98
0.26,-1.312,-0.472,18.76,4.62,-37.17
0.282,-1.318,-0.43,14.35,5.32,-45.57
0.325,-1.319,-0.362,9.38,3.78,-54.11
