aX,aY,aZ,gX,gY,gZ
0.04,-0.303,0.179,135.24,-194.39,-175.28
0.06,-0.134,0.102,150.15,-184.52,-161.98
0.067,-0.199,0.266,154.0,-184.59,-156.1
0.113,-0.243,0.279,147.49,-193.34,-157.08
0.133,-0.369,0.175,145.81,-199.22,-167.72
0.125,-0.224,0.117,145.53,-205.1,-171.78
0.098,-0.135,0.028,145.95,-210.14,-167.02
0.091,-0.051,-0.102,141.19,-209.23,-161.84
0.033,0.033,-0.182,146.79,-205.52,-151.76
0.061,0.102,-0.015,133.98,-215.39,-143.22
0.12,-0.058,-0.18,127.96,-216.37,-147.07
0.142,-0.091,-0.05,128.59,-224.98,-154.98
0.137,-0.123,-0.139,120.4,-234.01,-161.56
0.099,-0.136,-0.443,127.19,-227.57,-176.4
0.087,-0.081,-0.442,132.86,-226.03,-181.09
0.035,-0.028,-0.665,142.45,-217.98,-182.42
-0.044,0.007,-0.616,145.04,-214.97,-182.14
-0.091,-0.071,-0.546,142.59,-222.67,-185.92
-0.121,-0.107,-0.567,136.43,-242.2,-192.22
-0.171,-0.153,-0.727,132.37,-256.55,-202.37
-0.247,-0.267,-0.814,126.49,-275.31,-220.43
-0.338,-0.236,-1.063,113.75,-290.29,-244.86
-0.435,-0.29,-1.286,99.75,-303.87,-271.95
-0.612,-0.348,-1.557,79.17,-314.02,-315.42
-0.937,-0.536,-1.721,32.69,-341.11,-376.74
-1.631,-0.648,-2.038,-7.28,-359.66,-432.81
-1.872,-0.526,-2.46,-28.35,-345.52,-459.06
-1.714,0.645,-3.411,53.27,-268.94,-364.0
-1.204,2.931,-4.374,94.92,-133.28,-145.53
-0.538,4.158,-4.09,110.46,-40.88,33.25
-0.353,2.821,-2.836,-33.53,-13.93,51.87
0.33,2.19,-3.483,-20.51,18.2,45.36
0.193,2.073,-2.734,-50.61,63.56,69.86
-0.053,1.478,-2.258,-2.31,113.47,93.38
-0.194,1.186,-1.018,-12.88,100.03,128.66
-0.184,0.457,-0.929,-5.95,102.41,127.19
-0.086,-0.19,-0.176,-5.6,85.54,93.1
0.135,-0.278,-0.002,-17.29,62.16,50.4
0.291,-0.138,0.064,-4.97,40.53,31.08
0.428,0.064,0.181,-14.91,16.31,23.59
0.596,0.172,-0.188,2.17,10.85,12.53
0.639,0.143,-0.378,28.63,19.25,2.87
0.759,0.201,-0.398,33.04,17.15,-4.41
0.789,0.398,-0.258,21.14,3.15,-12.39
0.641,0.302,-0.615,38.57,12.11,-16.59
0.64,0.483,-0.462,22.82,-0.07,-15.68
0.496,0.391,-0.385,24.57,-15.75,-13.72
0.453,0.463,-0.754,3.36,-10.36,-11.69
0.37,0.471,-0.799,-4.69,-16.03,-8.26
0.323,0.497,-0.995,-0.84,-14.21,-4.55
0.302,0.597,-1.037,-13.93,-12.11,-0.91
0.292,0.533,-1.151,-22.68,-12.18,0.0
0.252,0.545,-1.311,-30.52,-3.92,1.47
0.244,0.601,-1.396,-38.01,7.0,4.97
0.204,0.629,-1.482,-31.01,19.53,9.52
0.169,0.671,-1.45,-33.67,30.24,16.03
0.144,0.684,-1.48,-35.0,41.58,22.54
0.135,0.692,-1.444,-41.02,54.6,30.03
0.117,0.671,-1.362,-49.56,60.97,35.91
0.106,0.646,-1.302,-56.98,66.22,41.09
0.123,0.633,-1.285,-64.54,72.87,46.2
0.133,0.604,-1.269,-66.5,81.41,49.77
0.135,0.573,-1.191,-67.97,88.55,52.57
0.144,0.555,-1.146,-72.03,94.57,55.09
0.155,0.533,-1.096,-70.98,100.52,57.75
0.166,0.517,-1.05,-71.68,106.61,62.09
0.173,0.514,-0.991,-72.31,111.79,65.1
0.197,0.517,-0.942,-74.83,116.55,68.46
0.194,0.529,-0.905,-76.16,121.31,75.11
0.18,0.516,-0.809,-76.23,124.6,81.41
0.179,0.499,-0.705,-77.49,125.09,86.87
0.18,0.483,-0.622,-78.4,122.71,91.7
0.184,0.462,-0.532,-76.16,116.83,94.92
0.199,0.485,-0.47,-72.24,110.46,101.29
0.272,0.372,-0.302,-113.82,93.17,96.81
0.343,0.446,-0.673,-103.74,96.67,95.06
0.421,0.548,-0.701,-111.58,101.85,104.51
0.887,-0.791,0.864,-55.79,120.96,77.35
0.876,-0.769,0.927,-54.25,116.48,70.35
0.843,-0.744,0.993,-58.31,104.93,64.54
0.818,-0.715,0.991,-62.72,91.91,60.41
0.823,-0.672,1.0,-67.2,79.87,58.1
0.833,-0.668,1.013,-70.84,69.09,57.54
0.862,-0.672,0.971,-69.72,65.73,59.08
0.903,-0.686,1.01,-52.57,67.55,60.41
0.941,-0.77,1.171,-39.06,59.5,69.16
0.864,-0.945,1.896,-167.23,36.4,54.53
1.074,-0.859,1.065,-105.28,44.17,51.03
1.045,-0.95,1.631,-128.94,22.12,44.31
0.978,-1.01,1.418,-123.69,4.55,32.97
0.998,-0.929,1.428,-123.48,-15.33,27.3
0.979,-0.876,1.085,-119.42,-31.5,21.35
0.913,-0.852,1.004,-113.4,-38.01,15.12
0.91,-0.767,0.95,-115.57,-44.24,13.09
0.85,-0.732,0.599,-106.26,-37.1,6.79
0.8,-0.666,0.574,-78.96,-28.07,4.55
0.787,-0.603,0.549,-72.17,-24.29,4.06
0.695,-0.564,0.508,-69.93,-19.46,2.45
0.66,-0.485,0.466,-73.5,-15.19,1.4
0.629,-0.428,0.441,-75.74,-12.04,1.19
0.579,-0.374,0.418,-82.88,-11.76,2.73
0.553,-0.309,0.378,-88.27,-11.41,6.02
0.538,-0.254,0.389,-105.84,-14.21,11.55
0.531,-0.209,0.312,-117.18,-12.32,18.83
0.545,-0.209,0.337,-134.54,-9.94,24.78
0.574,-0.217,0.312,-137.69,-6.65,31.64
0.612,-0.255,0.369,-134.75,-2.1,37.87
0.655,-0.357,0.328,-106.96,7.77,44.31
0.723,-0.426,0.442,-72.73,8.89,60.83
0.963,-0.436,0.812,-67.13,-0.07,105.77
1.115,-0.817,0.722,-52.43,-4.48,75.32
0.987,-1.704,0.851,-43.61,-12.67,35.0
0.926,-1.69,1.047,-50.89,-9.59,27.44
1.315,-1.7,0.462,26.39,10.92,-7.42
0.787,-1.568,0.979,5.18,-8.12,-49.07
0.44,-0.962,0.749,-29.75,-34.79,-52.29
0.746,-0.282,0.203,-17.22,-29.26,-27.65
0.573,-0.005,0.059,-4.41,-10.22,-0.63
0.604,-0.124,0.101,3.15,-0.28,16.73
0.702,-0.413,0.082,3.85,11.76,24.92
0.809,-0.672,0.118,12.32,24.5,25.06
0.822,-0.876,0.245,17.36,31.29,14.49
0.753,-0.971,0.366,16.31,31.57,0.42
0.698,-0.861,0.405,15.75,29.82,-7.63
0.655,-0.654,0.416,16.17,27.37,-7.28
0.623,-0.596,0.424,16.73,25.76,-4.34
0.627,-0.586,0.446,17.01,25.41,-0.49
0.639,-0.594,0.497,16.87,23.17,3.22
0.648,-0.613,0.528,13.02,18.9,5.04
0.65,-0.647,0.513,10.57,15.82,3.99
0.657,-0.663,0.498,7.14,13.72,2.31
0.656,-0.648,0.48,4.69,11.55,1.54
0.646,-0.625,0.476,1.05,9.87,1.19
0.638,-0.62,0.468,0.21,9.31,0.98
0.634,-0.621,0.48,0.56,8.4,0.84
0.636,-0.629,0.505,0.84,6.44,0.42
0.643,-0.643,0.524,-1.12,3.29,-1.12
0.644,-0.652,0.53,-2.94,0.35,-2.66
0.647,-0.639,0.515,-3.85,-2.1,-3.29
0.643,-0.63,0.494,-2.8,-3.78,-2.8
0.633,-0.62,0.501,-1.89,-6.65,-1.05
0.65,-0.625,0.519,-2.52,-9.31,-0.42
0.651,-0.645,0.518,-3.92,-12.67,-0.98
0.648,-0.644,0.518,-5.46,-15.68,-1.68
0.655,-0.641,0.497,-8.12,-17.85,-1.96
0.655,-0.629,0.464,-8.26,-18.48,-1.89
0.666,-0.628,0.443,-8.75,-18.2,-2.03
0.675,-0.629,0.41,-8.26,-16.66,-1.54
0.677,-0.639,0.384,-6.44,-14.35,-1.19
0.681,-0.635,0.377,-5.11,-10.92,-0.91
0.679,-0.633,0.377,-3.15,-8.68,-0.49
0.674,-0.644,0.383,-1.47,-6.86,-0.49
0.675,-0.642,0.385,-0.84,-5.32,-0.07
0.676,-0.638,0.384,-0.07,-3.5,0.42
0.676,-0.631,0.378,0.84,-2.1,1.75
0.671,-0.641,0.373,2.87,-0.35,2.59
0.671,-0.661,0.38,4.41,1.4,2.24
0.672,-0.666,0.384,6.02,3.01,2.1
0.663,-0.662,0.42,5.67,2.59,2.59
0.661,-0.659,0.436,4.13,1.89,1.96
0.658,-0.65,0.441,3.57,1.75,1.68
0.66,-0.64,0.448,2.52,1.26,2.52
0.659,-0.632,0.438,1.96,1.33,2.8
0.658,-0.645,0.44,1.96,1.54,2.52
0.659,-0.651,0.44,1.33,1.19,2.1
0.662,-0.653,0.43,0.91,1.05,1.54
0.664,-0.654,0.421,1.4,1.47,0.91
0.664,-0.651,0.419,1.4,1.82,0.7
0.662,-0.653,0.415,1.82,2.24,0.14
0.664,-0.655,0.42,2.31,2.8,-0.21
0.662,-0.651,0.424,2.45,2.73,-0.28
0.659,-0.648,0.427,2.17,2.87,-0.35
0.656,-0.648,0.426,2.1,3.29,-0.07
0.657,-0.647,0.428,3.64,4.41,0.28
0.658,-0.649,0.441,4.13,4.27,0.35
0.658,-0.65,0.43,3.71,3.92,0.28
0.663,-0.651,0.427,3.43,3.78,0.42
0.662,-0.649,0.422,3.78,4.27,0.63
0.659,-0.648,0.428,4.2,4.62,1.33
0.655,-0.651,0.444,4.34,4.34,1.54
0.653,-0.651,0.451,4.83,4.27,1.33
0.651,-0.647,0.46,3.85,3.43,1.12
0.653,-0.648,0.451,2.59,2.8,0.77
0.655,-0.646,0.435,2.03,2.94,0.63
0.659,-0.647,0.428,2.1,3.57,0.21
0.653,-0.647,0.43,2.45,4.13,0.49
0.652,-0.645,0.443,2.03,3.78,0.84
0.647,-0.652,0.439,2.1,3.78,0.28
0.645,-0.658,0.455,3.15,3.01,-0.28
0.648,-0.658,0.467,2.03,1.89,-1.05
0.649,-0.659,0.469,1.54,0.63,-1.54
0.648,-0.656,0.465,0.56,-0.49,-2.24
0.65,-0.649,0.458,-0.14,-0.91,-1.89
0.644,-0.636,0.458,0.0,-1.47,-1.19
0.644,-0.642,0.462,-0.21,-2.1,-0.84
0.648,-0.654,0.458,0.07,-2.59,-1.12
0.837,-1.128,0.621,-6.3,-39.55,-22.26
0.929,-1.145,0.549,17.57,-31.64,-27.44
1.026,-1.135,0.487,49.07,-12.67,-27.37
1.09,-1.196,0.451,88.48,5.95,-29.33
1.12,-1.311,0.563,129.08,17.78,-37.73
1.11,-1.365,0.649,157.29,25.2,-45.43
1.099,-1.366,0.796,177.73,24.99,-52.57
1.096,-1.38,0.971,164.57,16.8,-63.07
1.053,-1.348,0.881,149.66,11.9,-71.89
1.019,-1.364,0.892,163.03,10.85,-79.17
1.01,-1.117,1.053,136.5,3.5,-77.14
0.971,-1.209,1.065,139.37,-1.96,-82.25
0.915,-1.211,1.195,142.59,-13.02,-84.0
0.881,-1.172,1.279,153.23,-27.09,-84.28
0.862,-1.142,1.428,158.27,-48.93,-84.07
0.833,-1.153,1.487,157.43,-74.13,-87.08
0.826,-1.163,1.505,150.64,-109.2,-91.14
0.807,-1.144,1.451,146.44,-131.6,-93.38
0.82,-1.176,1.382,143.99,-149.17,-95.48
0.851,-1.247,1.279,146.51,-159.04,-99.61
0.863,-1.33,1.194,156.8,-163.31,-106.75
0.859,-1.419,1.137,165.97,-164.5,-121.31
0.853,-1.433,1.081,172.83,-163.94,-133.14
0.788,-1.39,1.068,179.34,-166.04,-141.26
0.678,-1.289,1.005,191.38,-167.02,-144.2
0.604,-1.212,1.018,205.59,-166.74,-146.23
0.534,-1.194,1.155,208.81,-174.65,-149.87
0.395,-1.125,1.215,203.49,-192.15,-150.29
0.313,-1.047,1.179,194.04,-203.84,-149.94
0.284,-1.073,1.137,184.45,-214.97,-153.79
0.221,-1.031,1.092,173.04,-225.05,-156.66
0.218,-1.063,0.946,157.36,-228.76,-165.76
0.221,-1.09,0.76,149.1,-223.44,-185.85
0.181,-1.106,0.736,149.73,-219.03,-200.2
0.077,-1.061,0.647,143.01,-212.1,-213.71
-0.003,-1.08,0.495,157.64,-199.36,-227.85
-0.173,-1.01,0.328,193.97,-182.77,-241.99
-0.35,-0.923,0.546,213.92,-188.44,-248.57
-0.485,-0.682,0.228,228.9,-186.27,-245.56
-0.563,-0.454,0.209,249.06,-188.79,-235.41
-0.627,-0.374,0.104,251.37,-196.28,-231.07
-0.558,-0.177,-0.117,251.44,-196.49,-220.99
-0.532,-0.032,-0.137,238.0,-198.1,-210.63
-0.502,-0.008,-0.116,222.6,-208.88,-205.17
-0.4,0.106,-0.304,208.04,-215.53,-197.33
-0.356,0.141,-0.345,203.49,-217.28,-189.07
-0.354,0.096,-0.374,196.42,-220.85,-184.59
-0.264,0.057,-0.605,197.4,-212.45,-180.04
-0.27,0.069,-0.603,205.03,-207.83,-178.99
-0.207,-0.021,-0.511,203.21,-214.48,-183.96
-0.205,-0.163,-0.622,195.09,-218.82,-195.16
-0.219,-0.102,-0.761,203.98,-218.33,-200.48
-0.238,-0.138,-0.812,208.46,-221.41,-205.52
-0.277,-0.246,-0.916,220.71,-222.25,-217.0
-0.304,-0.362,-0.912,223.02,-228.55,-241.29
-0.342,-0.415,-1.043,223.58,-234.99,-265.65
-0.419,-0.531,-1.017,215.39,-248.57,-295.33
-0.586,-0.506,-1.305,206.15,-259.28,-314.51
-0.718,-0.323,-1.531,213.57,-255.29,-313.18
-0.907,-0.025,-2.121,229.46,-232.33,-284.2
-1.186,0.274,-2.676,230.3,-209.23,-240.73
-1.525,0.84,-3.31,171.78,-196.14,-193.13
-1.646,1.703,-3.832,111.02,-191.59,-138.32
-1.433,2.262,-4.386,30.73,-178.01,-90.37
-0.816,3.067,-5.031,-23.73,-94.01,-11.69
-0.433,3.425,-4.822,-43.61,-0.28,87.71
-0.201,2.518,-3.929,-43.68,80.64,140.56
-0.074,1.261,-2.494,-30.03,128.66,143.99
0.019,0.116,-1.113,-43.89,136.15,118.93
0.085,-0.616,-0.198,-18.13,120.47,75.46
0.232,-0.582,0.497,-7.7,88.9,45.5
0.418,-0.302,0.865,-17.92,53.13,31.85
0.599,-0.066,0.715,-15.12,26.81,23.17
0.727,0.166,0.501,-14.91,6.16,18.2
0.791,0.392,0.218,-15.89,-7.28,17.15
0.818,0.501,0.013,-20.72,-17.57,15.19
0.801,0.481,-0.162,-23.45,-25.2,8.61
0.698,0.456,-0.483,-26.04,-31.22,1.82
0.6,0.487,-0.665,-26.11,-28.49,-1.26
0.504,0.517,-0.84,-23.31,-23.1,-2.38
0.413,0.535,-1.013,-20.16,-15.61,-3.15
0.344,0.585,-1.141,-20.09,-8.54,-1.54
0.268,0.656,-1.262,-16.45,-1.26,2.45
0.204,0.721,-1.325,-19.32,4.9,8.12
0.164,0.741,-1.395,-24.5,10.71,14.14
0.146,0.752,-1.452,-29.89,17.22,19.39
0.131,0.764,-1.503,-36.54,26.67,26.53
0.122,0.779,-1.532,-40.74,39.55,35.49
0.114,0.764,-1.383,-43.54,57.4,42.91
0.129,0.707,-1.402,-49.07,67.48,47.74
0.142,0.692,-1.326,-56.14,75.88,52.64
0.155,0.686,-1.233,-63.63,81.69,57.68
0.158,0.659,-1.128,-68.53,84.84,62.65
0.157,0.634,-1.037,-74.27,85.68,67.48
0.155,0.602,-0.957,-77.98,85.54,71.75
0.172,0.563,-0.86,-81.48,82.25,74.48
0.189,0.532,-0.853,-84.28,80.85,77.28
0.221,0.525,-0.833,-86.38,80.78,80.43
0.252,0.509,-0.832,-86.1,82.39,82.11
0.292,0.378,-0.819,-85.33,86.1,83.16
0.33,0.475,-0.814,-85.82,91.07,82.32
0.365,0.468,-0.821,-79.66,97.93,81.83
0.369,0.485,-0.795,-75.95,107.24,83.44
0.37,0.47,-0.659,-78.82,108.57,82.95
0.376,0.471,-0.589,-76.65,109.2,84.49
0.391,0.464,-0.512,-82.67,106.54,86.24
0.4,0.462,-0.492,-85.19,104.09,87.99
0.421,0.47,-0.481,-87.22,101.78,91.28
0.441,0.454,-0.462,-88.06,100.31,93.24
0.462,0.431,-0.431,-90.02,99.05,94.29
0.487,0.439,-0.418,-92.4,98.21,96.25
0.507,0.418,-0.411,-94.57,97.65,96.6
0.538,0.383,-0.429,-98.77,98.28,95.06
0.573,0.393,-0.448,-103.67,101.57,94.71
0.597,0.381,-0.474,-106.68,107.38,94.01
0.61,0.351,-0.479,-107.66,114.73,93.87
0.613,0.322,-0.421,-104.44,121.94,92.75
0.613,0.273,-0.349,-103.53,126.49,90.3
0.604,0.272,-0.293,-99.82,129.43,90.09
0.761,-0.701,1.093,-70.63,60.9,71.68
0.836,-0.685,1.085,-65.24,63.0,70.98
0.895,-0.699,1.179,-59.01,64.68,69.44
1.066,-0.795,1.408,-60.2,59.43,67.9
0.869,-0.854,1.011,-125.51,56.77,62.09
0.927,-0.956,1.566,-95.48,47.46,59.36
0.921,-0.957,1.358,-83.79,37.87,50.89
0.886,-0.994,1.369,-72.45,26.53,43.33
0.879,-1.002,1.32,-68.46,13.09,32.55
0.816,-0.95,1.161,-61.18,4.06,23.24
0.801,-0.925,1.018,-58.03,-2.59,12.32
0.789,-0.783,0.923,-58.66,-6.51,4.27
0.737,-0.7,0.618,-42.21,0.91,-0.28
0.679,-0.596,0.569,-37.38,6.93,0.84
0.635,-0.441,0.55,-34.09,10.92,5.67
0.623,-0.442,0.489,-34.93,14.42,6.44
0.552,-0.396,0.502,-38.57,17.22,9.31
0.527,-0.39,0.496,-50.19,16.8,10.43
0.51,-0.38,0.556,-54.46,14.28,12.25
0.513,-0.366,0.487,-57.89,14.63,14.28
0.476,-0.379,0.542,-58.59,13.44,17.57
0.492,-0.393,0.6,-59.99,10.78,22.33
0.534,-0.426,0.61,-64.61,8.89,25.34
0.509,-0.479,0.67,-64.54,4.9,28.35
0.553,-0.524,0.713,-73.78,-1.61,30.94
0.575,-0.563,0.693,-75.67,-3.85,33.46
0.608,-0.578,0.677,-73.5,-3.01,37.38
0.661,-0.614,0.658,-64.05,2.03,41.72
0.71,-0.666,0.661,-50.96,10.71,46.9
0.755,-0.744,0.727,-39.13,21.14,50.12
0.733,-0.913,0.82,-24.15,23.1,42.56
0.655,-1.071,0.926,-17.71,15.61,26.53
0.618,-1.08,0.933,-15.75,5.81,11.62
0.588,-0.935,0.855,-10.78,-0.35,5.6
0.566,-0.789,0.745,-3.36,-2.45,4.97
0.544,-0.711,0.69,3.15,-4.2,6.37
0.542,-0.647,0.627,3.71,-5.46,8.19
0.534,-0.596,0.571,1.54,-6.16,9.17
0.538,-0.58,0.53,-2.94,-6.93,8.75
0.538,-0.571,0.493,-10.22,-6.79,8.47
0.536,-0.557,0.468,-15.26,-5.74,9.45
0.547,-0.549,0.453,-18.34,-2.52,12.74
0.569,-0.589,0.425,-12.53,6.72,18.76
0.63,-0.715,0.417,5.74,22.61,20.86
0.645,-0.913,0.549,20.79,29.96,9.8
0.569,-0.93,0.714,17.08,22.33,-1.89
0.561,-0.77,0.702,8.96,6.72,-5.39
0.538,-0.628,0.601,2.45,2.31,-3.01
0.525,-0.599,0.557,1.89,3.08,-0.63
0.515,-0.602,0.547,3.64,6.3,2.1
0.515,-0.595,0.576,6.16,8.33,5.6
0.505,-0.572,0.602,6.44,8.4,9.59
0.51,-0.607,0.65,5.32,6.65,10.29
0.515,-0.659,0.684,1.82,2.31,9.17
0.517,-0.67,0.683,-1.19,-2.38,7.49
0.522,-0.668,0.647,-3.78,-4.76,5.53
0.525,-0.641,0.614,-5.25,-5.6,4.97
0.529,-0.623,0.581,-5.46,-4.55,4.76
0.532,-0.637,0.567,-4.76,-3.15,3.5
0.532,-0.65,0.571,-3.36,-2.1,2.52
0.529,-0.66,0.597,-3.92,-3.36,1.33
0.53,-0.664,0.612,-5.6,-5.39,-0.07
0.532,-0.667,0.604,-5.95,-6.51,-1.54
0.527,-0.665,0.585,-5.53,-6.37,-2.1
0.531,-0.655,0.562,-3.78,-5.46,-1.89
0.538,-0.65,0.549,-2.52,-3.99,-2.03
0.545,-0.653,0.541,-1.82,-2.31,-2.1
0.544,-0.658,0.549,-0.56,-1.47,-1.47
0.547,-0.644,0.549,-0.77,-0.7,-1.47
0.543,-0.664,0.549,-0.14,0.56,-2.31
0.541,-0.658,0.554,0.91,1.33,-2.66
0.531,-0.656,0.563,2.03,2.03,-2.24
0.529,-0.642,0.581,2.87,1.75,-2.24
0.527,-0.65,0.599,1.26,0.98,-2.66
0.528,-0.65,0.591,0.91,0.63,-3.29
0.53,-0.655,0.595,-0.98,-0.77,-3.57
0.516,-0.63,0.602,-1.89,-2.52,-1.12
0.511,-0.623,0.622,-1.68,-4.48,0.63
0.523,-0.647,0.622,-1.89,-6.02,0.0
0.528,-0.658,0.615,-4.06,-7.98,-0.91
0.53,-0.651,0.598,-6.23,-9.17,-1.82
0.537,-0.653,0.574,-6.58,-8.89,-2.52
0.535,-0.646,0.548,-3.99,-6.79,-1.26
0.529,-0.628,0.537,-0.77,-4.9,0.98
0.541,-0.646,0.542,-0.63,-3.92,1.05
0.55,-0.66,0.541,-0.35,-2.94,0.42
0.557,-0.667,0.539,-0.63,-2.1,-0.77
0.555,-0.668,0.535,-0.84,-0.98,-1.61
0.549,-0.656,0.529,-0.49,0.56,-1.4
0.54,-0.641,0.548,1.4,1.82,0.0
0.535,-0.649,0.569,0.98,1.68,0.07
0.533,-0.658,0.582,-17.85,1.19,-0.77
0.535,-0.669,0.585,-1.68,0.21,-1.96
0.533,-0.666,0.58,-2.31,-0.56,-2.66
0.533,-0.655,0.57,-2.87,-0.77,-1.96
0.53,-0.64,0.56,-0.98,-0.35,-0.98
0.525,-0.658,0.56,2.59,0.28,-1.19
0.531,-0.642,0.582,3.15,-0.28,-1.05
0.539,-0.658,0.587,1.68,-1.61,-2.1
0.54,-0.667,0.585,0.84,-2.17,-3.29
0.534,-0.65,0.567,0.35,-2.31,-3.29
0.531,-0.635,0.56,0.42,-1.89,-1.4
0.528,-0.635,0.57,1.4,-2.03,0.07
0.529,-0.653,0.583,0.42,-2.59,-0.28
0.534,-0.661,0.593,-1.47,-3.57,-1.54
0.534,-0.665,0.591,-3.01,-4.76,-2.52
0.531,-0.663,0.589,-4.55,-5.74,-3.15
0.531,-0.659,0.574,-4.9,-6.16,-3.15
0.533,-0.646,0.563,-3.78,-5.39,-2.03
0.539,-0.643,0.547,-2.59,-4.06,-1.47
0.546,-0.654,0.543,-2.52,-3.08,-1.54
0.551,-0.663,0.537,-2.45,-2.24,-2.38
0.55,-0.671,0.535,-2.31,-1.47,-2.38
0.542,-0.65,0.536,-0.98,-0.7,-1.12
0.531,-0.654,0.548,1.12,-0.35,-0.42
0.539,-0.658,0.574,0.49,-0.98,-0.91
0.542,-0.663,0.565,0.21,-0.91,-1.61
0.541,-0.665,0.568,-0.21,-1.05,-2.24
0.541,-0.658,0.559,-0.07,-0.77,-2.38
0.026,0.752,-1.859,3.71,-76.23,-24.78
0.047,0.834,-2.004,-3.92,-60.76,-13.58
0.133,0.92,-2.078,-8.19,-36.4,-1.26
0.254,0.956,-1.898,-12.95,1.75,10.36
0.331,0.91,-1.728,-19.53,25.76,17.64
0.359,0.785,-1.46,-21.98,43.33,21.35
0.374,0.718,-1.203,-19.11,55.65,25.13
0.369,0.608,-0.95,-16.94,61.6,25.9
0.369,0.494,-0.707,-17.36,58.31,22.47
0.374,0.424,-0.558,-22.82,49.21,17.22
0.404,0.414,-0.525,-27.02,39.76,12.95
0.448,0.469,-0.541,-28.91,33.74,11.41
0.484,0.505,-0.56,-28.84,29.4,10.64
0.501,0.511,-0.583,-30.1,25.97,9.38
0.528,0.531,-0.608,-32.48,22.82,8.68
0.531,0.528,-0.649,-32.48,21.14,7.77
0.522,0.521,-0.688,-32.83,20.23,7.28
0.505,0.52,-0.741,-33.04,20.02,7.07
0.482,0.511,-0.812,-32.97,20.58,6.44
0.459,0.516,-0.881,-34.72,21.7,5.88
0.44,0.547,-0.963,-37.59,24.15,6.65
0.436,0.599,-1.041,-40.46,29.61,9.45
0.43,0.626,-1.094,-43.19,36.19,12.53
0.419,0.642,-1.117,-46.2,44.17,15.61
0.407,0.658,-1.124,-48.72,52.36,19.67
0.384,0.663,-1.096,-51.31,62.3,23.31
0.368,0.651,-1.06,-54.81,68.32,25.97
0.363,0.651,-1.021,-58.59,72.31,28.77
0.356,0.661,-0.978,-67.27,75.6,32.41
0.372,0.68,-1.005,-74.76,79.94,36.47
0.367,0.667,-0.983,-81.41,84.21,42.14
0.367,0.639,-0.939,-89.04,87.78,45.92
0.376,0.604,-0.916,-93.1,92.05,48.44
0.38,0.59,-0.885,-98.7,96.04,51.24
0.381,0.572,-0.849,-103.04,99.96,53.76
0.391,0.561,-0.828,-105.91,105.0,56.14
0.393,0.552,-0.772,-108.71,108.92,58.52
0.399,0.543,-0.728,-115.15,112.0,62.37
0.4,0.541,-0.695,-118.02,115.57,66.08
0.388,0.539,-0.645,-118.51,118.37,69.93
0.38,0.526,-0.584,-118.86,119.7,73.36
0.383,0.503,-0.528,-121.66,118.16,73.99
0.402,0.478,-0.494,-128.66,114.87,73.64
0.422,0.504,-0.483,-135.66,112.91,76.58
0.432,0.516,-0.487,-138.25,113.33,81.2
0.443,0.5,-0.481,-135.45,115.92,86.38
0.444,0.421,-0.4,-136.92,115.5,87.43
0.461,0.365,-0.385,-140.14,115.08,86.38
0.476,0.356,-0.377,-140.84,116.62,88.69
0.473,0.365,-0.336,-137.27,119.84,93.1
0.455,0.317,-0.277,-134.33,119.84,93.87
0.478,0.287,-0.271,-136.78,118.72,91.77
0.498,0.292,-0.3,-142.38,119.98,89.53
0.503,0.317,-0.334,-147.7,124.39,90.09
0.504,0.359,-0.37,-149.24,132.09,94.15
0.498,0.354,-0.353,-149.45,140.77,98.63
0.496,0.303,-0.282,-153.09,148.89,102.48
0.474,0.266,-0.202,-155.4,154.91,106.75
0.436,0.22,-0.089,-156.87,157.15,110.18
0.401,0.162,-0.02,-161.63,156.45,112.49
0.387,0.142,0.024,-164.64,155.05,114.8
0.369,0.129,0.072,-163.24,153.72,118.3
0.342,0.097,0.164,-159.67,149.59,121.8
0.313,-0.004,0.215,-162.26,141.96,118.86
0.335,-0.06,0.191,-167.72,135.66,114.24
0.365,-0.008,0.159,-174.79,132.58,115.99
0.416,0.028,0.087,-173.67,139.58,122.15
0.465,0.007,0.094,-169.12,151.34,127.54
0.475,-0.075,0.188,-168.42,159.6,128.03
0.47,-0.156,0.305,-172.34,160.44,126.07
0.441,-0.17,0.375,-177.45,157.78,125.79
0.419,-0.182,0.382,-179.2,155.4,125.93
0.354,-0.214,0.411,-184.87,150.57,126.91
0.316,-0.226,0.361,-185.64,147.56,129.71
0.279,-0.213,0.347,-187.6,147.35,137.41
0.263,-0.235,0.289,-181.58,153.37,147.91
0.327,-0.261,0.201,-167.51,178.64,159.81
0.389,-0.31,0.262,-143.5,207.97,171.08
0.387,-0.464,0.639,-120.12,222.67,173.04
0.397,-0.622,0.963,-104.58,221.76,166.11
0.404,-0.832,1.342,-107.24,201.88,148.05
0.388,-0.862,1.543,-128.87,169.54,130.27
0.386,-0.895,1.555,-144.69,135.52,114.24
0.397,-0.833,1.423,-153.23,109.34,103.6
0.415,-0.77,1.24,-153.23,93.38,98.21
0.446,-0.679,1.031,-154.35,88.69,100.87
0.506,-0.602,0.857,-145.6,96.25,107.66
0.561,-0.617,0.775,-138.74,109.83,112.91
0.627,-0.646,0.823,-130.97,125.02,117.81
0.654,-0.69,1.012,-121.66,132.86,119.21
0.635,-0.809,1.253,-119.14,126.63,110.53
